,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,NC1.0,CNT,Fire Alarm
20299,13.375,48.28,1279.0,400.0,12943.0,19412,938.75,1.68,1.798,20299,True
20300,13.363,48.21,1293.0,400.0,12938.0,19410,938.743,1.68,1.7990000000000002,20300,True
20301,13.351,48.14,1262.0,400.0,12942.0,19405,938.752,1.68,1.798,20301,True
20302,13.338,48.06,1266.0,400.0,12943.0,19408,938.748,1.7,1.821,20302,True
20303,13.326,48.0,1231.0,400.0,12942.0,19415,938.743,1.71,1.834,20303,True
20304,13.313,47.97,1264.0,400.0,12937.0,19408,938.746,1.74,1.867,20304,True
20305,13.300999999999998,47.9,1264.0,400.0,12936.0,19410,938.752,1.76,1.887,20305,True
20306,13.288,47.84,1297.0,400.0,12945.0,19415,938.744,1.81,1.944,20306,True
20307,13.276,47.8,1230.0,400.0,12949.0,19416,938.749,1.83,1.963,20307,True
20308,13.264,47.77,1291.0,400.0,12945.0,19408,938.743,1.82,1.951,20308,True
20309,13.251,47.72,1291.0,400.0,12946.0,19419,938.74,1.82,1.958,20309,True
20310,13.239,47.69,1279.0,400.0,12950.0,19414,938.745,1.81,1.943,20310,True
20311,13.226,47.65,1337.0,406.0,12931.0,19394,938.751,1.79,1.925,20311,True
20312,13.214,48.36,1352.0,404.0,12935.0,19389,938.751,1.78,1.911,20312,True
20313,13.201,49.24,1362.0,401.0,12935.0,19397,938.75,1.78,1.913,20313,True
20314,13.189,50.04,1302.0,400.0,12942.0,19413,938.741,1.8,1.932,20314,True
20315,13.175999999999998,50.64,1320.0,400.0,12940.0,19405,938.74,1.81,1.944,20315,True
20316,13.163,51.12,1264.0,400.0,12937.0,19397,938.751,1.81,1.937,20316,True
20317,13.151,51.55,1300.0,400.0,12937.0,19401,938.749,1.81,1.946,20317,True
20318,13.138,51.9,1254.0,400.0,12944.0,19412,938.749,1.86,1.991,20318,True
20319,13.126,52.18,1272.0,400.0,12941.0,19406,938.755,1.87,2.01,20319,True
20320,13.113,52.37,1256.0,400.0,12951.0,19414,938.751,1.85,1.989,20320,True
20321,13.101,52.54,1287.0,400.0,12946.0,19410,938.751,1.87,2.004,20321,True
20322,13.088,52.64,1304.0,400.0,12950.0,19404,938.758,1.87,2.012,20322,True
20323,13.075,52.81,1299.0,400.0,12944.0,19413,938.77,1.91,2.0540000000000003,20323,True
20324,13.063,52.93,1260.0,400.0,12947.0,19414,938.759,1.94,2.079,20324,True
20325,13.05,53.0,1264.0,400.0,12951.0,19412,938.759,1.95,2.094,20325,True
20326,13.038,53.12,1266.0,400.0,12953.0,19416,938.742,1.95,2.088,20326,True
20327,13.025,53.17,1264.0,400.0,12950.0,19403,938.746,1.93,2.072,20327,True
20328,13.012,53.26,1243.0,400.0,12953.0,19418,938.743,1.93,2.072,20328,True
20329,13.0,53.3,1277.0,400.0,12951.0,19413,938.747,1.93,2.076,20329,True
20330,12.987,53.37,1247.0,400.0,12954.0,19425,938.746,1.94,2.084,20330,True
20331,12.974,53.42,1228.0,400.0,12958.0,19419,938.761,1.96,2.1,20331,True
20332,12.962,53.49,1220.0,400.0,12954.0,19418,938.749,1.98,2.121,20332,True
20333,12.949000000000002,53.5,1224.0,400.0,12955.0,19425,938.752,1.97,2.114,20333,True
20334,12.936,53.6,1218.0,400.0,12960.0,19426,938.743,1.96,2.109,20334,True
20335,12.924,53.63,1191.0,400.0,12960.0,19424,938.751,1.93,2.07,20335,True
20336,12.911,53.66,1207.0,400.0,12957.0,19433,938.746,1.89,2.026,20336,True
20337,12.898,53.7,1203.0,400.0,12959.0,19426,938.756,1.83,1.965,20337,True
20338,12.885,53.79,1249.0,400.0,12953.0,19424,938.753,1.8,1.937,20338,True
20339,12.873,53.77,1203.0,400.0,12960.0,19431,938.752,1.78,1.915,20339,True
20340,12.86,53.8,1212.0,400.0,12962.0,19428,938.756,1.78,1.91,20340,True
20341,12.847,53.87,1103.0,400.0,12979.0,19450,938.75,1.77,1.903,20341,True
20342,12.834,53.08,1099.0,400.0,12977.0,19449,938.752,1.77,1.905,20342,True
20343,12.822,52.16,1143.0,400.0,12979.0,19447,938.76,1.77,1.905,20343,True
20344,12.809,50.14,1122.0,400.0,12974.0,19449,938.763,1.8,1.933,20344,True
20345,12.796,50.64,1103.0,400.0,12966.0,19448,938.745,1.82,1.95,20345,True
20346,12.783,50.11,1155.0,400.0,12969.0,19444,938.752,1.89,2.025,20346,True
20347,12.771,49.71,1140.0,400.0,12958.0,19443,938.751,1.92,2.061,20347,True
20348,12.758,49.37,1163.0,400.0,12959.0,19439,938.757,1.94,2.077,20348,True
20349,12.745,49.1,1193.0,400.0,12957.0,19432,938.755,1.93,2.072,20349,True
20350,12.732,48.86,1208.0,400.0,12957.0,19432,938.761,1.96,2.106,20350,True
20351,12.719,48.72,1191.0,400.0,12961.0,19438,938.76,1.98,2.129,20351,True
20352,12.706,48.53,1203.0,400.0,12955.0,19424,938.77,2.01,2.153,20352,True
20353,12.694,48.44,1208.0,400.0,12951.0,19426,938.76,2.0,2.143,20353,True
20354,12.681,48.3,1210.0,400.0,12951.0,19421,938.759,2.04,2.191,20354,True
20355,12.668,48.23,1226.0,400.0,12952.0,19425,938.751,2.05,2.204,20355,True
20356,12.655,48.11,1214.0,400.0,12951.0,19430,938.75,2.05,2.205,20356,True
20357,12.642,48.09,1157.0,400.0,12958.0,19428,938.751,2.05,2.196,20357,True
20358,12.629,48.01,1201.0,400.0,12955.0,19426,938.75,2.01,2.153,20358,True
20359,12.616,47.94,1201.0,400.0,12952.0,19426,938.754,1.98,2.129,20359,True
20360,12.603,47.85,1277.0,400.0,12961.0,19432,938.751,1.95,2.096,20360,True
20361,12.59,47.76,1205.0,400.0,12950.0,19424,938.747,1.9,2.04,20361,True
20362,12.577,47.72,1228.0,400.0,12954.0,19427,938.74,1.87,2.01,20362,True
20363,12.565,47.67,1239.0,400.0,12947.0,19421,938.753,1.84,1.976,20363,True
20364,12.552,47.62,1266.0,400.0,12950.0,19414,938.757,1.85,1.986,20364,True
20365,12.539,47.5,1245.0,400.0,12952.0,19421,938.748,1.87,2.011,20365,True
20366,12.526,47.45,1224.0,400.0,12956.0,19413,938.742,1.9,2.042,20366,True
20367,12.513,47.38,1214.0,400.0,12958.0,19426,938.753,1.98,2.129,20367,True
20368,12.5,47.36,1256.0,400.0,12953.0,19415,938.747,2.03,2.1790000000000003,20368,True
20369,12.487,47.31,1214.0,400.0,12951.0,19417,938.745,2.1,2.256,20369,True
20370,12.474,47.28,1249.0,400.0,12954.0,19420,938.759,2.12,2.27,20370,True
20371,12.461,47.28,1300.0,400.0,12936.0,19399,938.762,2.12,2.271,20371,True
20372,12.448,48.0,1364.0,404.0,12931.0,19389,938.768,2.11,2.262,20372,True
20373,12.435,48.84,1333.0,406.0,12941.0,19398,938.763,2.11,2.27,20373,True
20374,12.422,49.62,1274.0,400.0,12943.0,19408,938.767,2.14,2.297,20374,True
20375,12.409,50.29,1266.0,400.0,12952.0,19416,938.771,2.2,2.364,20375,True
20376,12.395,50.79,1304.0,400.0,12946.0,19408,938.769,2.27,2.438,20376,True
20377,12.382,51.27,1306.0,400.0,12946.0,19402,938.765,2.35,2.522,20377,True
20378,12.369000000000002,51.57,1262.0,400.0,12952.0,19415,938.77,2.38,2.555,20378,True
20379,12.356,51.87,1262.0,400.0,12949.0,19408,938.761,2.39,2.565,20379,True
20380,12.343,52.15,1230.0,400.0,12953.0,19415,938.759,2.38,2.552,20380,True
20381,12.33,52.36,1277.0,400.0,12951.0,19413,938.755,2.35,2.517,20381,True
20382,12.317,52.52,1243.0,400.0,12949.0,19419,938.756,2.29,2.463,20382,True
20383,12.304,52.67,1258.0,400.0,12954.0,19420,938.754,2.26,2.426,20383,True
20384,12.291,52.75,1256.0,400.0,12949.0,19413,938.755,2.23,2.395,20384,True
20385,12.278,52.87,1224.0,400.0,12955.0,19423,938.755,2.22,2.379,20385,True
20386,12.265,52.93,1251.0,400.0,12950.0,19413,938.761,2.24,2.4,20386,True
20387,12.251,53.01,1268.0,400.0,12953.0,19414,938.757,2.23,2.398,20387,True
20388,12.238,53.09,1203.0,400.0,12958.0,19422,938.758,2.22,2.386,20388,True
20389,12.225,53.16,1231.0,400.0,12952.0,19406,938.761,2.21,2.371,20389,True
20390,12.212,53.25,1237.0,400.0,12951.0,19411,938.771,2.15,2.305,20390,True
20391,12.199000000000002,53.3,1281.0,400.0,12948.0,19412,938.773,2.11,2.267,20391,True
20392,12.186,53.36,1256.0,400.0,12954.0,19414,938.766,2.05,2.201,20392,True
20393,12.172,53.43,1295.0,400.0,12945.0,19404,938.765,2.04,2.187,20393,True
20394,12.159,53.47,1264.0,400.0,12953.0,19416,938.762,2.05,2.195,20394,True
20395,12.146,53.53,1241.0,400.0,12954.0,19412,938.759,2.07,2.221,20395,True
20396,12.133,53.6,1316.0,400.0,12949.0,19412,938.764,2.1,2.256,20396,True
20397,12.12,53.65,1262.0,400.0,12951.0,19412,938.763,2.11,2.266,20397,True
20398,12.106,53.67,1293.0,400.0,12949.0,19406,938.759,2.13,2.2840000000000003,20398,True
20399,12.093,53.7,1285.0,400.0,12949.0,19404,938.756,2.14,2.296,20399,True
20400,12.08,53.74,1247.0,400.0,12952.0,19410,938.742,2.17,2.327,20400,True
20401,12.067,53.83,1189.0,400.0,12963.0,19421,938.746,2.18,2.336,20401,True
20402,12.053,53.04,1230.0,400.0,12961.0,19427,938.749,2.17,2.329,20402,True
20403,12.04,52.12,1214.0,400.0,12962.0,19420,938.757,2.13,2.29,20403,True
20404,12.027,51.27,1241.0,400.0,12961.0,19428,938.748,2.11,2.262,20404,True
20405,12.013,50.59,1245.0,400.0,12956.0,19424,938.757,2.03,2.18,20405,True
20406,12.0,50.06,1233.0,400.0,12953.0,19417,938.745,2.02,2.17,20406,True
20407,11.987,49.6,1283.0,400.0,12951.0,19418,938.749,1.96,2.102,20407,True
20408,11.974,49.29,1233.0,400.0,12955.0,19415,938.744,1.93,2.067,20408,True
20409,11.96,49.02,1228.0,400.0,12955.0,19418,938.746,1.9,2.04,20409,True
20410,11.947,48.79,1251.0,400.0,12952.0,19416,938.742,1.9,2.042,20410,True
20411,11.934,48.6,1245.0,400.0,12951.0,19417,938.758,1.9,2.042,20411,True
20412,11.92,48.48,1256.0,400.0,12953.0,19424,938.762,1.91,2.055,20412,True
20413,11.907,48.34,1266.0,400.0,12946.0,19409,938.761,1.94,2.082,20413,True
20414,11.894,48.23,1251.0,400.0,12951.0,19413,938.753,1.96,2.104,20414,True
20415,11.88,48.08,1249.0,400.0,12950.0,19407,938.757,2.0,2.145,20415,True
20416,11.867,47.97,1300.0,400.0,12947.0,19408,938.76,2.03,2.1790000000000003,20416,True
20417,11.853,47.92,1231.0,400.0,12954.0,19411,938.768,2.07,2.217,20417,True
20418,11.84,47.84,1256.0,400.0,12955.0,19419,938.768,2.11,2.262,20418,True
20419,11.827,47.73,1254.0,400.0,12956.0,19410,938.762,2.12,2.28,20419,True
20420,11.813,47.69,1233.0,400.0,12958.0,19415,938.757,2.19,2.355,20420,True
20421,11.8,47.62,1253.0,400.0,12957.0,19412,938.759,2.23,2.397,20421,True
20422,11.786,47.53,1218.0,400.0,12958.0,19420,938.758,2.27,2.439,20422,True
20423,11.773,47.49,1218.0,400.0,12962.0,19433,938.767,2.31,2.48,20423,True
20424,11.759,47.43,1233.0,400.0,12960.0,19422,938.766,2.37,2.548,20424,True
20425,11.746,47.37,1220.0,400.0,12958.0,19422,938.754,2.4,2.573,20425,True
20426,11.733,47.36,1195.0,400.0,12956.0,19423,938.757,2.44,2.6180000000000003,20426,True
20427,11.719,47.27,1199.0,400.0,12962.0,19425,938.753,2.46,2.639,20427,True
20428,11.706,47.23,1216.0,400.0,12965.0,19423,938.752,2.47,2.648,20428,True
20429,11.692,47.24,1228.0,400.0,12968.0,19426,938.753,2.45,2.632,20429,True
20430,11.679,47.19,1210.0,400.0,12962.0,19424,938.76,2.43,2.603,20430,True
20431,11.665,47.12,1300.0,400.0,12953.0,19404,938.76,2.41,2.589,20431,True
20432,11.652,47.87,1266.0,400.0,12958.0,19408,938.768,2.38,2.55,20432,True
20433,11.638,48.73,1272.0,400.0,12951.0,19409,938.762,2.37,2.549,20433,True
20434,11.625,49.52,1283.0,400.0,12956.0,19416,938.761,2.34,2.513,20434,True
20435,11.611,50.14,1212.0,400.0,12963.0,19425,938.76,2.32,2.49,20435,True
20436,11.598,50.6,1230.0,400.0,12966.0,19424,938.763,2.29,2.455,20436,True
20437,11.584,51.0,1176.0,400.0,12975.0,19432,938.762,2.25,2.414,20437,True
20438,11.571,51.34,1164.0,400.0,12971.0,19433,938.767,2.22,2.384,20438,True
20439,11.557,51.62,1174.0,400.0,12970.0,19433,938.765,2.17,2.324,20439,True
20440,11.543,51.87,1186.0,400.0,12968.0,19434,938.762,2.13,2.2880000000000003,20440,True
20441,11.53,52.04,1163.0,400.0,12974.0,19439,938.761,2.1,2.259,20441,True
20442,11.515999999999998,52.15,1166.0,400.0,12974.0,19432,938.764,2.09,2.239,20442,True
20443,11.503,52.33,1166.0,400.0,12976.0,19438,938.772,2.01,2.161,20443,True
20444,11.489,52.43,1161.0,400.0,12975.0,19440,938.779,2.0,2.149,20444,True
20445,11.475,52.51,1132.0,400.0,12980.0,19442,938.775,1.98,2.122,20445,True
20446,11.462,52.64,1180.0,400.0,12976.0,19438,938.762,1.99,2.133,20446,True
20447,11.448,52.71,1128.0,400.0,12978.0,19442,938.763,2.01,2.154,20447,True
20448,11.435,52.74,1147.0,400.0,12982.0,19447,938.757,2.01,2.158,20448,True
20449,11.421,52.82,1107.0,400.0,12981.0,19450,938.76,1.99,2.14,20449,True
20450,11.407,52.87,1149.0,400.0,12980.0,19447,938.75,2.0,2.146,20450,True
20451,11.394,52.95,1111.0,400.0,12979.0,19448,938.744,1.99,2.139,20451,True
20452,11.38,53.04,1147.0,400.0,12974.0,19432,938.748,1.99,2.136,20452,True
20453,11.366,53.04,981.0,400.0,12975.0,19446,938.738,1.98,2.121,20453,True
20454,11.353,53.13,1178.0,400.0,12969.0,19440,938.746,1.96,2.099,20454,True
20455,11.339,53.16,1120.0,400.0,12977.0,19447,938.749,1.94,2.083,20455,True
20456,11.325,53.2,1172.0,400.0,12973.0,19442,938.745,1.92,2.06,20456,True
20457,11.312,53.23,1151.0,400.0,12975.0,19443,938.736,1.93,2.069,20457,True
20458,11.298,53.3,1141.0,400.0,12973.0,19438,938.73,1.92,2.062,20458,True
20459,11.284,53.36,1172.0,400.0,12969.0,19437,938.74,1.9,2.041,20459,True
20460,11.271,53.38,981.0,400.0,12971.0,19442,938.733,1.87,2.012,20460,True
20461,11.257,53.45,1094.0,400.0,12982.0,19455,938.75,1.86,1.995,20461,True
20462,11.243,52.69,1071.0,400.0,12979.0,19453,938.75,1.8,1.928,20462,True
20463,11.229,51.75,1124.0,400.0,12977.0,19446,938.753,1.76,1.892,20463,True
20464,11.216,50.97,1128.0,400.0,12979.0,19448,938.755,1.77,1.896,20464,True
20465,11.202,50.27,1109.0,400.0,12976.0,19446,938.751,1.78,1.912,20465,True
20466,11.188,49.72,1166.0,400.0,12977.0,19437,938.756,1.78,1.905,20466,True
20467,11.174,49.29,1145.0,400.0,12976.0,19445,938.753,1.77,1.902,20467,True
20468,11.161,48.96,1136.0,400.0,12971.0,19441,938.751,1.82,1.953,20468,True
20469,11.147,48.68,1132.0,400.0,12977.0,19439,938.752,1.82,1.955,20469,True
20470,11.133,48.5,1103.0,400.0,12978.0,19452,938.765,1.79,1.917,20470,True
20471,11.119000000000002,48.29,1155.0,400.0,12972.0,19438,938.751,1.76,1.892,20471,True
20472,11.105,48.12,1130.0,400.0,12975.0,19442,938.74,1.75,1.876,20472,True
20473,11.092,48.0,1143.0,400.0,12974.0,19442,938.737,1.74,1.865,20473,True
20474,11.078,47.88,1134.0,400.0,12972.0,19447,938.736,1.77,1.902,20474,True
20475,11.064,47.79,1136.0,400.0,12974.0,19436,938.737,1.84,1.978,20475,True
20476,11.05,47.7,1161.0,400.0,12967.0,19440,938.742,1.9,2.0380000000000003,20476,True
20477,11.036,47.57,1141.0,400.0,12975.0,19449,938.744,1.93,2.069,20477,True
20478,11.022,47.6,1138.0,400.0,12970.0,19444,938.741,1.93,2.066,20478,True
20479,11.009,47.5,1138.0,400.0,12965.0,19433,938.748,1.93,2.067,20479,True
20480,10.995,47.42,1155.0,400.0,12972.0,19444,938.748,1.95,2.09,20480,True
20481,10.981,47.34,1174.0,400.0,12970.0,19432,938.75,2.03,2.182,20481,True
20482,10.967,47.36,1168.0,400.0,12971.0,19438,938.748,2.06,2.207,20482,True
20483,10.953,47.31,1180.0,400.0,12969.0,19445,938.745,2.05,2.195,20483,True
20484,10.939,47.26,1205.0,400.0,12969.0,19434,938.749,2.03,2.175,20484,True
20485,10.925,47.24,1186.0,400.0,12960.0,19427,938.759,2.02,2.173,20485,True
20486,10.911,47.21,1145.0,400.0,12964.0,19431,938.756,2.02,2.172,20486,True
20487,10.897,47.18,1166.0,400.0,12965.0,19432,938.764,2.05,2.196,20487,True
20488,10.883,47.18,1186.0,400.0,12962.0,19437,938.773,2.05,2.196,20488,True
20489,10.87,47.13,1151.0,400.0,12960.0,19426,938.769,2.03,2.18,20489,True
20490,10.856,47.06,1157.0,400.0,12968.0,19441,938.775,2.02,2.173,20490,True
20491,10.842,47.07,1226.0,400.0,12950.0,19414,938.76,2.04,2.194,20491,True
20492,10.828,47.82,1254.0,400.0,12948.0,19417,938.763,2.07,2.221,20492,True
20493,10.814,48.7,1247.0,400.0,12947.0,19415,938.765,2.09,2.238,20493,True
20494,10.8,49.46,1256.0,400.0,12948.0,19418,938.755,2.11,2.267,20494,True
20495,10.786,50.1,1220.0,400.0,12954.0,19425,938.753,2.12,2.271,20495,True
20496,10.772,50.67,1239.0,400.0,12953.0,19418,938.75,2.09,2.244,20496,True
20497,10.758,51.07,1224.0,400.0,12947.0,19419,938.751,2.09,2.241,20497,True
20498,10.744000000000002,51.44,1226.0,400.0,12955.0,19427,938.739,2.08,2.233,20498,True
20499,10.73,51.76,1231.0,400.0,12958.0,19423,938.75,2.07,2.221,20499,True
20500,10.716,51.95,1186.0,400.0,12959.0,19431,938.751,2.07,2.224,20500,True
20501,10.702,52.16,1264.0,400.0,12955.0,19419,938.757,2.08,2.234,20501,True
20502,10.688,52.32,1253.0,400.0,12956.0,19419,938.754,2.13,2.2880000000000003,20502,True
20503,10.674,52.45,1230.0,400.0,12958.0,19424,938.755,2.14,2.298,20503,True
20504,10.66,52.57,1253.0,400.0,12954.0,19416,938.752,2.14,2.298,20504,True
20505,10.646,52.67,1214.0,400.0,12958.0,19417,938.749,2.17,2.324,20505,True
20506,10.632,52.77,1216.0,400.0,12958.0,19424,938.753,2.21,2.371,20506,True
20507,10.618,52.84,1241.0,400.0,12963.0,19425,938.745,2.22,2.384,20507,True
20508,10.604,52.87,1220.0,400.0,12958.0,19421,938.738,2.23,2.395,20508,True
20509,10.589,52.97,1212.0,400.0,12965.0,19422,938.729,2.23,2.39,20509,True
20510,10.575,53.0,1256.0,400.0,12957.0,19420,938.746,2.22,2.384,20510,True
20511,10.561,53.06,1233.0,400.0,12960.0,19415,938.743,2.21,2.367,20511,True
20512,10.547,53.15,1208.0,400.0,12963.0,19422,938.749,2.19,2.35,20512,True
20513,10.533,53.17,1207.0,400.0,12971.0,19429,938.756,2.18,2.34,20513,True
20514,10.519,53.21,1172.0,400.0,12971.0,19439,938.749,2.16,2.321,20514,True
20515,10.505,53.24,1187.0,400.0,12971.0,19436,938.748,2.1,2.259,20515,True
20516,10.491,53.24,1157.0,400.0,12976.0,19433,938.749,2.07,2.226,20516,True
20517,10.477,53.3,1086.0,400.0,12988.0,19449,938.751,2.02,2.1630000000000003,20517,True
20518,10.463,53.31,1092.0,400.0,12993.0,19455,938.752,2.01,2.155,20518,True
20519,10.448,53.28,1092.0,400.0,12988.0,19454,938.746,1.98,2.127,20519,True
20520,10.434,53.25,1115.0,400.0,12995.0,19455,938.745,1.97,2.117,20520,True
20521,10.42,53.25,992.0,400.0,13011.0,19481,938.735,1.93,2.075,20521,True
20522,10.406,52.44,1013.0,400.0,13009.0,19472,938.741,1.91,2.052,20522,True
20523,10.392,51.49,1007.0,400.0,13003.0,19472,938.754,1.92,2.064,20523,True
20524,10.378,50.63,1040.0,400.0,13001.0,19470,938.759,1.92,2.061,20524,True
20525,10.363,49.91,1004.0,400.0,13001.0,19476,938.751,1.92,2.057,20525,True
20526,10.349,49.4,1044.0,400.0,13000.0,19468,938.75,1.92,2.057,20526,True
20527,10.335,49.01,1025.0,400.0,12992.0,19461,938.736,1.92,2.061,20527,True
20528,10.321,48.68,1096.0,400.0,12990.0,19468,938.728,1.9,2.0380000000000003,20528,True
20529,10.307,48.42,1042.0,400.0,12996.0,19465,938.727,1.89,2.031,20529,True
20530,10.292,48.22,1044.0,400.0,12996.0,19469,938.724,1.9,2.0380000000000003,20530,True
20531,10.278,48.0,1074.0,400.0,12994.0,19463,938.724,1.9,2.041,20531,True
20532,10.264,47.86,1048.0,400.0,12991.0,19460,938.716,1.89,2.026,20532,True
20533,10.25,47.7,1086.0,400.0,12991.0,19458,938.708,1.89,2.027,20533,True
20534,10.235,47.65,1094.0,400.0,12982.0,19458,938.722,1.91,2.046,20534,True
20535,10.221,47.52,1046.0,400.0,12989.0,19462,938.73,1.93,2.069,20535,True
20536,10.207,47.42,1096.0,400.0,12985.0,19456,938.738,1.99,2.133,20536,True
20537,10.193,47.41,1074.0,400.0,12983.0,19456,938.738,2.0,2.148,20537,True
20538,10.178,47.33,1053.0,400.0,12983.0,19455,938.729,2.03,2.184,20538,True
20539,10.164,47.25,1115.0,400.0,12982.0,19453,938.732,2.05,2.204,20539,True
20540,10.15,47.16,1099.0,400.0,12984.0,19456,938.727,2.09,2.239,20540,True
20541,10.136,47.16,1094.0,400.0,12989.0,19461,938.733,2.08,2.23,20541,True
20542,10.121,47.06,1113.0,400.0,12985.0,19453,938.75,2.1,2.251,20542,True
20543,10.107,46.99,1101.0,400.0,12983.0,19454,938.745,2.11,2.268,20543,True
20544,10.093,46.95,1120.0,400.0,12988.0,19452,938.75,2.17,2.333,20544,True
20545,10.078,46.9,1084.0,400.0,12989.0,19454,938.745,2.19,2.353,20545,True
20546,10.064,46.84,1109.0,400.0,12982.0,19443,938.741,2.2,2.361,20546,True
20547,10.05,46.8,1120.0,400.0,12981.0,19457,938.741,2.23,2.392,20547,True
20548,10.035,46.73,1099.0,400.0,12990.0,19455,938.736,2.25,2.417,20548,True
20549,10.021,46.72,1117.0,400.0,12993.0,19464,938.739,2.29,2.454,20549,True
20550,10.007,46.66,1086.0,400.0,12987.0,19455,938.743,2.3,2.466,20550,True
20551,9.992,46.69,1214.0,400.0,12967.0,19439,938.741,2.3,2.469,20551,True
20552,9.978,47.38,1189.0,400.0,12966.0,19431,938.737,2.3,2.468,20552,True
20553,9.963,48.26,1226.0,400.0,12960.0,19428,938.73,2.3,2.464,20553,True
20554,9.949,49.05,1166.0,400.0,12970.0,19434,938.721,2.28,2.446,20554,True
20555,9.935,49.73,1226.0,400.0,12962.0,19430,938.732,2.2,2.365,20555,True
20556,9.92,50.28,1170.0,400.0,12971.0,19443,938.732,2.16,2.317,20556,True
20557,9.906,50.7,1197.0,400.0,12967.0,19435,938.729,2.06,2.211,20557,True
20558,9.892,51.04,1193.0,400.0,12966.0,19429,938.723,2.02,2.164,20558,True
20559,9.877,51.29,1164.0,400.0,12974.0,19436,938.726,1.95,2.096,20559,True
20560,9.863,51.57,1176.0,400.0,12974.0,19439,938.735,1.95,2.095,20560,True
20561,9.848,51.73,1166.0,400.0,12972.0,19436,938.732,1.95,2.093,20561,True
20562,9.834,51.91,1201.0,400.0,12969.0,19432,938.749,1.94,2.085,20562,True
20563,9.819,52.05,1186.0,400.0,12979.0,19437,938.752,1.93,2.066,20563,True
20564,9.805,52.19,1132.0,400.0,12983.0,19446,938.743,1.94,2.081,20564,True
20565,9.79,52.27,1147.0,400.0,12982.0,19435,938.738,1.96,2.104,20565,True
20566,9.776,52.36,1124.0,400.0,12977.0,19440,938.733,2.0,2.151,20566,True
20567,9.762,52.44,1118.0,400.0,12984.0,19446,938.729,2.03,2.1830000000000003,20567,True
20568,9.747,52.5,1147.0,400.0,12982.0,19445,938.731,2.03,2.182,20568,True
20569,9.733,52.55,1124.0,400.0,12985.0,19454,938.74,2.05,2.195,20569,True
20570,9.718,52.61,1094.0,400.0,12988.0,19451,938.739,2.05,2.198,20570,True
20571,9.704,52.67,1099.0,400.0,12989.0,19449,938.733,2.1,2.259,20571,True
